dsgdb9nsd_000054	CC(C)(C)C
dsgdb9nsd_058632	CC(C)C1(CN1)C1CN1
dsgdb9nsd_058633	CC(C)C1(CN1)C1CO1
dsgdb9nsd_058634	CC(C)C1(CO1)C1CC1
dsgdb9nsd_058635	CC(C)C1(CO1)C1CN1
dsgdb9nsd_058636	CC(C)C1(CO1)C1CO1
dsgdb9nsd_058637	CC(O)C1(CC1)C1CC1
dsgdb9nsd_058638	CC(O)C1(CC1)C1CN1
dsgdb9nsd_058639	CC(O)C1(CC1)C1CO1
dsgdb9nsd_058640	CC(O)C1(CC1)N1CC1
dsgdb9nsd_058641	CC(O)C1(CN1)C1CC1
dsgdb9nsd_058642	CC(O)C1(CN1)C1CN1
dsgdb9nsd_058643	CC(O)C1(CN1)C1CO1
dsgdb9nsd_058644	CC(O)C1(CO1)C1CC1
dsgdb9nsd_058645	CC(O)C1(CO1)C1CN1
dsgdb9nsd_058646	CC(O)C1(CO1)C1CO1
dsgdb9nsd_058647	CC(C)C1(CC1C)C#C
dsgdb9nsd_058648	CC(C)C1(CC1C)C#N
dsgdb9nsd_058649	CC(C)C1(CC1O)C#C
dsgdb9nsd_058650	CC(C)C1(CC1O)C#N
dsgdb9nsd_058651	CC(C)C1(CN1C)C#C
dsgdb9nsd_058652	CC(C)C1(CN1C)C#N
dsgdb9nsd_058653	CC(C)C1(NC1C)C#C
dsgdb9nsd_058654	CC(C)C1(NC1C)C#N
dsgdb9nsd_058655	CC(C)C1(OC1C)C#C
dsgdb9nsd_058656	CC(C)C1(OC1C)C#N
dsgdb9nsd_058657	CC(N)C1(CN1C)C#N
dsgdb9nsd_058658	CC(N)C1(NC1C)C#N
dsgdb9nsd_058659	CC(N)C1(OC1C)C#N
dsgdb9nsd_058660	CC(O)C1(CC1C)C#C
dsgdb9nsd_058661	CC(O)C1(CC1C)C#N
dsgdb9nsd_058662	CC(O)C1(CC1N)C#N
dsgdb9nsd_058663	CC(O)C1(CC1O)C#C
dsgdb9nsd_058664	CC(O)C1(CC1O)C#N
dsgdb9nsd_058665	CC(O)C1(CN1C)C#C
dsgdb9nsd_058666	CC(O)C1(CN1C)C#N
dsgdb9nsd_058667	CC(O)C1(NC1C)C#C
dsgdb9nsd_058668	CC(O)C1(NC1C)C#N
dsgdb9nsd_058669	CC(O)C1(OC1C)C#C
dsgdb9nsd_058670	CC(O)C1(OC1C)C#N
dsgdb9nsd_058671	CC1CC1(C#N)N(C)C
dsgdb9nsd_058672	CN(C)C1(CC1N)C#N
dsgdb9nsd_058673	CN(C)C1(CC1O)C#N
dsgdb9nsd_058674	CC(C)C1(CC1C)C=O
dsgdb9nsd_058675	CC(C)C1(CC1O)C=O
dsgdb9nsd_058676	CC(C)C1(CN1C)C=O
dsgdb9nsd_058677	CC(C)C1(NC1C)C=O
dsgdb9nsd_058678	CC(C)C1(OC1C)C=O
dsgdb9nsd_058679	CC(O)C1(CC1C)C=O
dsgdb9nsd_058680	CC(O)C1(CC1O)C=O
dsgdb9nsd_058681	CC(O)C1(CN1C)C=O
dsgdb9nsd_058682	CC(O)C1(NC1C)C=O
dsgdb9nsd_058683	CC(O)C1(OC1C)C=O
dsgdb9nsd_058684	CN(C)C1(CC1O)C=O
dsgdb9nsd_058685	CC(C)C1(CC1)NC=O
dsgdb9nsd_058686	CC(C)C1(CC1)OC=O
dsgdb9nsd_058687	CC(C)C1(CC=O)CC1
dsgdb9nsd_058688	CC(C)C1(CC=O)CO1
dsgdb9nsd_058689	CC(O)C1(CC1)NC=O
dsgdb9nsd_058690	CC(O)C1(CC1)OC=N
dsgdb9nsd_058691	CC(O)C1(CC1)OC=O
dsgdb9nsd_058692	CC(O)C1(CC=O)CC1
dsgdb9nsd_058693	CC(O)C1(CC=O)CN1
dsgdb9nsd_058694	CC(O)C1(CC=O)CO1
dsgdb9nsd_058695	CC(C)C1(CCC1)C#C
dsgdb9nsd_058696	CC(C)C1(CCC1)C#N
dsgdb9nsd_058697	CC(C)C1(CCN1)C#N
dsgdb9nsd_058698	CC(C)C1(CCO1)C#C
dsgdb9nsd_058699	CC(C)C1(CCO1)C#N
dsgdb9nsd_058700	CC(C)C1(COC1)C#C
dsgdb9nsd_058701	CC(C)C1(COC1)C#N
dsgdb9nsd_058702	CC(N)C1(CCN1)C#N
dsgdb9nsd_058703	CC(O)C1(CCC1)C#C
dsgdb9nsd_058704	CC(O)C1(CCC1)C#N
dsgdb9nsd_058705	CC(O)C1(CCN1)C#N
dsgdb9nsd_058706	CC(O)C1(CCO1)C#C
dsgdb9nsd_058707	CC(O)C1(CCO1)C#N
dsgdb9nsd_058708	CC(O)C1(CNC1)C#N
dsgdb9nsd_058709	CC(O)C1(COC1)C#C
dsgdb9nsd_058710	CC(O)C1(COC1)C#N
dsgdb9nsd_058711	CN(C)C1(CCC1)C#N
dsgdb9nsd_058712	CN(C)C1(CNC1)C#N
dsgdb9nsd_058713	CN(C)C1(COC1)C#C
dsgdb9nsd_058714	CN(C)C1(COC1)C#N
dsgdb9nsd_058715	CC(C)C1(CCC1)C=O
dsgdb9nsd_058716	CC(C)C1(CCO1)C=O
dsgdb9nsd_058717	CC(C)C1(COC1)C=O
dsgdb9nsd_058718	CC(O)C1(CCC1)C=O
dsgdb9nsd_058719	CC(O)C1(CCO1)C=O
dsgdb9nsd_058720	CC(O)C1(COC1)C=O
dsgdb9nsd_058721	CN(C)C1(COC1)C=O
dsgdb9nsd_058722	CC(C)C12C3C4C(C13)N24
dsgdb9nsd_058723	CC(C)C12C3C4C1N4C23
dsgdb9nsd_058724	CC(C)C12C3C4C3C1C24
dsgdb9nsd_058725	CC(C)C12C3C4C3N1C24
dsgdb9nsd_058726	CC(O)C12C3C4C(C13)N24
dsgdb9nsd_058727	CC(O)C12C3C4C1N4C23
dsgdb9nsd_058728	CC(O)C12C3C4C3C1C24
dsgdb9nsd_058729	CC(O)C12C3C4C3N1C24
dsgdb9nsd_058730	CC(C)C12C3CC1CC23
dsgdb9nsd_058731	CC(C)C12C3CC1CN23
dsgdb9nsd_058732	CC(C)C12C3CC1OC23
dsgdb9nsd_058733	CC(O)C12C3CC1CC23
dsgdb9nsd_058734	CC(O)C12C3CC1CN23
dsgdb9nsd_058735	CC(O)C12C3CC1OC23
dsgdb9nsd_058736	CC(O)C12C3CN1CC23
dsgdb9nsd_058737	CN(C)C12C3CC1OC23
dsgdb9nsd_058738	CC(C)C12CC(C)(C1)C2
dsgdb9nsd_058739	CC(C)C12CC(C)(C1)O2
dsgdb9nsd_058740	CC(C)C12CC(O)(C1)C2
dsgdb9nsd_058741	CC(O)C12CC(C)(C1)C2
dsgdb9nsd_058742	CC(O)C12CC(C)(C1)O2
dsgdb9nsd_058743	CC(O)C12CC(O)(C1)C2
dsgdb9nsd_058744	CC(C)C12CC(C1)C2=O
dsgdb9nsd_058745	CC(C)C12CC(N1)C2=O
dsgdb9nsd_058746	CC(C)C12CC(O1)C2=O
dsgdb9nsd_058747	CC(O)C12CC(C1)C2=O
dsgdb9nsd_058748	CC(O)C12CC(N1)C2=O
dsgdb9nsd_058749	CC(O)C12CC(O1)C2=O
dsgdb9nsd_058750	CN(C)C12CC(C1)C2=O
dsgdb9nsd_058751	CC(C)C12CC(C1)C2C
dsgdb9nsd_058752	CC(C)C12CC(C1)C2O
dsgdb9nsd_058753	CC(C)C12CC(O1)C2C
dsgdb9nsd_058754	CC(C)C12CC(O1)C2O
dsgdb9nsd_058755	CC(C)C12CN(C1)C2C
dsgdb9nsd_058756	CC(O)C12CC(C1)C2C
dsgdb9nsd_058757	CC(O)C12CC(C1)C2O
dsgdb9nsd_058758	CC(O)C12CC(O1)C2C
dsgdb9nsd_058759	CC(O)C12CC(O1)C2O
dsgdb9nsd_058760	CC(O)C12CN(C1)C2C
dsgdb9nsd_058761	CC(C)C12CC(C1)C=C2
dsgdb9nsd_058762	CC(C)C12CC(O1)C=C2
dsgdb9nsd_058763	CC(O)C12CC(C1)C=C2
dsgdb9nsd_058764	CC(O)C12CC(O1)C=C2
dsgdb9nsd_058765	CC(C)C12CC(C1)CC2
dsgdb9nsd_058766	CC(C)C12CC(C1)CO2
dsgdb9nsd_058767	CC(C)C12CC(C1)OC2
dsgdb9nsd_058768	CC(C)C12CC(CC1)O2
dsgdb9nsd_058769	CC(O)C12CC(C1)CC2
dsgdb9nsd_058770	CC(O)C12CC(C1)CO2
dsgdb9nsd_058771	CC(O)C12CC(C1)OC2
dsgdb9nsd_058772	CC(O)C12CC(CC1)O2
dsgdb9nsd_058773	CC(C)C12CC1(C)CC2
dsgdb9nsd_058774	CC(C)C12CC1(C)CO2
dsgdb9nsd_058775	CC(C)C12CC1(C)OC2
dsgdb9nsd_058776	CC(C)C12CC1(O)CC2
dsgdb9nsd_058777	CC(C)C12CC1(O)CO2
dsgdb9nsd_058778	CC(C)C12CCC1(C)O2
dsgdb9nsd_058779	CC(O)C12CC1(C)CC2
dsgdb9nsd_058780	CC(O)C12CC1(C)CO2
dsgdb9nsd_058781	CC(O)C12CC1(C)OC2
dsgdb9nsd_058782	CC(O)C12CC1(O)CC2
dsgdb9nsd_058783	CC(O)C12CC1(O)CO2
dsgdb9nsd_058784	CC(O)C12CCC1(C)N2
dsgdb9nsd_058785	CC(O)C12CCC1(C)O2
dsgdb9nsd_058786	CC(C)C12CC(=O)C1N2
dsgdb9nsd_058787	CC(C)C12CC(=O)C1O2
dsgdb9nsd_058788	CC(C)C12CC1C(=N)O2
dsgdb9nsd_058789	CC(C)C12CC1C(=O)C2
dsgdb9nsd_058790	CC(C)C12CC1C(=O)N2
dsgdb9nsd_058791	CC(C)C12CC1C(=O)O2
dsgdb9nsd_058792	CC(C)C12CN1C(=O)C2
dsgdb9nsd_058793	CC(O)C12CC(=O)C1N2
dsgdb9nsd_058794	CC(O)C12CC(=O)C1O2
dsgdb9nsd_058795	CC(O)C12CC1C(=N)O2
dsgdb9nsd_058796	CC(O)C12CC1C(=O)C2
dsgdb9nsd_058797	CC(O)C12CC1C(=O)N2
dsgdb9nsd_058798	CC(O)C12CC1C(=O)O2
dsgdb9nsd_058799	CC(O)C12CN1C(=O)C2
dsgdb9nsd_058800	CC(C)C12CC(C)C1O2
dsgdb9nsd_058801	CC(C)C12CC(O)C1N2
dsgdb9nsd_058802	CC(C)C12CC(O)C1O2
dsgdb9nsd_058803	CC(C)C12CC1C(C)C2
dsgdb9nsd_058804	CC(C)C12CC1C(C)O2
dsgdb9nsd_058805	CC(C)C12CC1C(O)C2
dsgdb9nsd_058806	CC(O)C12CC(C)C1N2
dsgdb9nsd_058807	CC(O)C12CC(C)C1O2
dsgdb9nsd_058808	CC(O)C12CC(O)C1N2
dsgdb9nsd_058809	CC(O)C12CC(O)C1O2
dsgdb9nsd_058810	CC(O)C12CC1C(C)C2
dsgdb9nsd_058811	CC(O)C12CC1C(C)O2
dsgdb9nsd_058812	CC(O)C12CC1C(O)C2
dsgdb9nsd_058813	CC(O)C12CN1C(C)C2
dsgdb9nsd_058814	CC(C)C12CC1C1CC21
dsgdb9nsd_058815	CC(C)C12CC1C1CN21
dsgdb9nsd_058816	CC(C)C12CC1C1NC21
dsgdb9nsd_058817	CC(C)C12CC1C1OC21
dsgdb9nsd_058818	CC(C)C12CC1N1CC21
dsgdb9nsd_058819	CC(C)C12CN1C1CC21
dsgdb9nsd_058820	CC(C)C12NC1C1NC21
dsgdb9nsd_058821	CC(C)C12NC1C1OC21
dsgdb9nsd_058822	CC(C)C12OC1C1CC21
dsgdb9nsd_058823	CC(C)C12OC1C1NC21
dsgdb9nsd_058824	CC(C)C12OC1C1OC21
dsgdb9nsd_058825	CC(O)C12CC1C1CC21
dsgdb9nsd_058826	CC(O)C12CC1C1CN21
dsgdb9nsd_058827	CC(O)C12CC1C1NC21
dsgdb9nsd_058828	CC(O)C12CC1C1OC21
dsgdb9nsd_058829	CC(O)C12CC1N1CC21
dsgdb9nsd_058830	CC(O)C12CN1C1CC21
dsgdb9nsd_058831	CC(O)C12NC1C1CC21
dsgdb9nsd_058832	CC(O)C12NC1C1NC21
dsgdb9nsd_058833	CC(O)C12NC1C1OC21
dsgdb9nsd_058834	CC(O)C12OC1C1CC21
dsgdb9nsd_058835	CC(O)C12OC1C1NC21
dsgdb9nsd_058836	CC(O)C12OC1C1OC21
dsgdb9nsd_058837	CC(C)C12CC1C=CC2
dsgdb9nsd_058838	CC(C)C12CC1N=CO2
dsgdb9nsd_058839	CC(C)C12CC=CC1N2
dsgdb9nsd_058840	CC(C)C12CC=CC1O2
dsgdb9nsd_058841	CC(O)C12CC1C=CC2
dsgdb9nsd_058842	CC(O)C12CC1N=CO2
dsgdb9nsd_058843	CC(O)C12CC=CC1N2
dsgdb9nsd_058844	CC(O)C12CC=CC1O2
dsgdb9nsd_058845	CC(C)C12CC1CC2=O
dsgdb9nsd_058846	CC(C)C12CC1NC2=O
dsgdb9nsd_058847	CC(C)C12CC1OC2=N
dsgdb9nsd_058848	CC(C)C12CC1OC2=O
dsgdb9nsd_058849	CC(C)C12CN1CC2=O
dsgdb9nsd_058850	CC(C)C12NC1CC2=O
dsgdb9nsd_058851	CC(C)C12OC1CC2=O
dsgdb9nsd_058852	CC(O)C12CC1CC2=O
dsgdb9nsd_058853	CC(O)C12CC1NC2=O
dsgdb9nsd_058854	CC(O)C12CC1OC2=N
dsgdb9nsd_058855	CC(O)C12CC1OC2=O
dsgdb9nsd_058856	CC(O)C12CN1CC2=O
dsgdb9nsd_058857	CC(O)C12NC1CC2=O
dsgdb9nsd_058858	CC(O)C12OC1CC2=O
dsgdb9nsd_058859	CN(C)C12CC1CC2=O
dsgdb9nsd_058860	CN(C)C12CC1NC2=O
dsgdb9nsd_058861	CN(C)C12CC1OC2=N
dsgdb9nsd_058862	CN(C)C12CC1OC2=O
dsgdb9nsd_058863	CC(C)C12CC1CC2C
dsgdb9nsd_058864	CC(C)C12CC1CC2O
dsgdb9nsd_058865	CC(C)C12CC1OC2C
dsgdb9nsd_058866	CC(C)C12CN1CC2O
dsgdb9nsd_058867	CC(C)C12NC1CC2O
dsgdb9nsd_058868	CC(C)C12OC1CC2C
dsgdb9nsd_058869	CC(C)C12OC1CC2O
dsgdb9nsd_058870	CC(O)C12CC1CC2C
dsgdb9nsd_058871	CC(O)C12CC1CC2O
dsgdb9nsd_058872	CC(O)C12CC1OC2C
dsgdb9nsd_058873	CC(O)C12CN1CC2C
dsgdb9nsd_058874	CC(O)C12CN1CC2O
dsgdb9nsd_058875	CC(O)C12NC1CC2C
dsgdb9nsd_058876	CC(O)C12NC1CC2O
dsgdb9nsd_058877	CC(O)C12OC1CC2C
dsgdb9nsd_058878	CC(O)C12OC1CC2O
dsgdb9nsd_058879	CC(C)C12CC1CC=C2
dsgdb9nsd_058880	CC(C)C12CC1OC=N2
dsgdb9nsd_058881	CC(C)C12NC1CC=C2
dsgdb9nsd_058882	CC(C)C12OC1CC=C2
dsgdb9nsd_058883	CC(O)C12CC1CC=C2
dsgdb9nsd_058884	CC(O)C12CC1OC=N2
dsgdb9nsd_058885	CC(O)C12CN1CC=C2
dsgdb9nsd_058886	CC(O)C12NC1CC=C2
dsgdb9nsd_058887	CC(O)C12OC1CC=C2
dsgdb9nsd_058888	CC(C)C12CC1CCC2
dsgdb9nsd_058889	CC(C)C12CC1CCO2
dsgdb9nsd_058890	CC(C)C12CC1COC2
dsgdb9nsd_058891	CC(C)C12CC1OCC2
dsgdb9nsd_058892	CC(C)C12CC1OCO2
dsgdb9nsd_058893	CC(C)C12CCCC1O2
dsgdb9nsd_058894	CC(C)C12COCC1N2
dsgdb9nsd_058895	CC(C)C12COCC1O2
dsgdb9nsd_058896	CC(O)C12CC1CCC2
dsgdb9nsd_058897	CC(O)C12CC1CCO2
dsgdb9nsd_058898	CC(O)C12CC1COC2
dsgdb9nsd_058899	CC(O)C12CC1OCC2
dsgdb9nsd_058900	CC(O)C12CC1OCO2
dsgdb9nsd_058901	CC(O)C12CCCC1N2
dsgdb9nsd_058902	CC(O)C12CCCC1O2
dsgdb9nsd_058903	CC(O)C12CN1CCC2
dsgdb9nsd_058904	CC(O)C12COCC1N2
dsgdb9nsd_058905	CC(O)C12COCC1O2
dsgdb9nsd_058906	CC(C)C12CC3C(C1)C23
dsgdb9nsd_058907	CC(C)C12CC3C(C1)N23
dsgdb9nsd_058908	CC(C)C12CC3C(O1)C23
dsgdb9nsd_058909	CC(C)C12CC3C1N3C2
dsgdb9nsd_058910	CC(O)C12CC3C(C1)C23
dsgdb9nsd_058911	CC(O)C12CC3C(C1)N23
dsgdb9nsd_058912	CC(O)C12CC3C(O1)C23
dsgdb9nsd_058913	CC(O)C12CC3C1N3C2
dsgdb9nsd_058914	CC(C)C12CC3C1CC23
dsgdb9nsd_058915	CC(C)C12CC3C1CN23
dsgdb9nsd_058916	CC(C)C12CC3C1OC23
dsgdb9nsd_058917	CC(C)C12CN3C1CC23
dsgdb9nsd_058918	CC(C)C12NC3C1NC23
dsgdb9nsd_058919	CC(C)C12NC3C1OC23
dsgdb9nsd_058920	CC(C)C12OC3C1CC23
dsgdb9nsd_058921	CC(C)C12OC3C1NC23
dsgdb9nsd_058922	CC(C)C12OC3C1OC23
dsgdb9nsd_058923	CC(O)C12CC3C1CC23
dsgdb9nsd_058924	CC(O)C12CC3C1OC23
dsgdb9nsd_058925	CC(O)C12CN3C1CC23
dsgdb9nsd_058926	CC(O)C12NC3C1NC23
dsgdb9nsd_058927	CC(O)C12NC3C1OC23
dsgdb9nsd_058928	CC(O)C12OC3C1CC23
dsgdb9nsd_058929	CC(O)C12OC3C1NC23
dsgdb9nsd_058930	CC(O)C12OC3C1OC23
dsgdb9nsd_058931	CN(C)C12CC3C1OC23
dsgdb9nsd_058932	CC(C)C12CC3CC1C23
dsgdb9nsd_058933	CC(C)C12CC3CC1N23
dsgdb9nsd_058934	CC(C)C12CC3CN1C23
dsgdb9nsd_058935	CC(C)C12CC3OC1C23
dsgdb9nsd_058936	CC(C)C12CN3CC1C23
dsgdb9nsd_058937	CC(C)C12OC3CC1C23
dsgdb9nsd_058938	CC(O)C12CC3CC1C23
dsgdb9nsd_058939	CC(O)C12CC3CC1N23
dsgdb9nsd_058940	CC(O)C12CC3CN1C23
dsgdb9nsd_058941	CC(O)C12CC3OC1C23
dsgdb9nsd_058942	CC(O)C12CN3CC1C23
dsgdb9nsd_058943	CC(O)C12OC3CC1C23
dsgdb9nsd_058944	CC(C)C12CCC1C2C
dsgdb9nsd_058945	CC(C)C12CCC1C2O
dsgdb9nsd_058946	CC(C)C12COC1C2C
dsgdb9nsd_058947	CC(C)C12COC1C2O
dsgdb9nsd_058948	CC(C)C12OCC1C2C
dsgdb9nsd_058949	CC(C)C12OCC1C2O
dsgdb9nsd_058950	CC(O)C12CCC1C2C
dsgdb9nsd_058951	CC(O)C12CCC1C2O
dsgdb9nsd_058952	CC(O)C12CCC1N2C
dsgdb9nsd_058953	CC(O)C12CCN1C2C
dsgdb9nsd_058954	CC(O)C12COC1C2C
dsgdb9nsd_058955	CC(O)C12COC1C2O
dsgdb9nsd_058956	CC(O)C12OCC1C2C
dsgdb9nsd_058957	CC(O)C12OCC1C2O
dsgdb9nsd_058958	CN(C)C12COC1C2O
dsgdb9nsd_058959	CC(C)C12CCC1CC2
dsgdb9nsd_058960	CC(C)C12CCC1CO2
dsgdb9nsd_058961	CC(C)C12CCC1OC2
dsgdb9nsd_058962	CC(C)C12COC1CO2
dsgdb9nsd_058963	CC(O)C12CCC1CC2
dsgdb9nsd_058964	CC(O)C12CCC1CO2
dsgdb9nsd_058965	CC(O)C12CCC1OC2
dsgdb9nsd_058966	CC(O)C12CNC1CO2
dsgdb9nsd_058967	CC(O)C12COC1CN2
dsgdb9nsd_058968	CC(O)C12COC1CO2
dsgdb9nsd_058969	CC(C)C1=C(C)CCC1
dsgdb9nsd_058970	CC(C)C1=C(C)COC1
dsgdb9nsd_058971	CC(O)C1=C(C)CCC1
dsgdb9nsd_058972	CC(O)C1=C(C)COC1
dsgdb9nsd_058973	CC(C)C1=CC(=O)CC1
dsgdb9nsd_058974	CC(C)C1=CC(=O)NC1
dsgdb9nsd_058976	CC(O)C1=CC(=N)OC1
dsgdb9nsd_058977	CC(O)C1=CC(=O)CC1
dsgdb9nsd_058978	CC(O)C1=CC(=O)NC1
dsgdb9nsd_058979	CN(C)C1=CC(=N)OC1
dsgdb9nsd_058980	CN(C)C1=CC(=O)CC1
dsgdb9nsd_058981	CN(C)C1=CC(=O)NC1
dsgdb9nsd_058982	C[NH+](C)C1=CC(=O)O[CH-]1
dsgdb9nsd_058983	CC(C)C1=CC(C)CC1
dsgdb9nsd_058984	CC(C)C1=CC(C)OC1
dsgdb9nsd_058985	CC(C)C1=CC(O)CC1
dsgdb9nsd_058986	CC(C)C1=NC(C)CO1
dsgdb9nsd_058987	CC(O)C1=CC(C)CC1
dsgdb9nsd_058988	CC(O)C1=CC(C)OC1
dsgdb9nsd_058989	CC(O)C1=CC(O)CC1
dsgdb9nsd_058990	CC(O)C1=NC(C)CO1
dsgdb9nsd_058991	CC(C)C1=CC2CC1C2
dsgdb9nsd_058992	CC(C)C1=CC2CC1O2
dsgdb9nsd_058993	CC(O)C1=CC2CC1C2
dsgdb9nsd_058994	CC(O)C1=CC2CC1O2
dsgdb9nsd_058995	CC(C)C1=CC2CC2C1
dsgdb9nsd_058996	CC(C)C1=CC2NC2C1
dsgdb9nsd_058997	CC(C)C1=CC2OC2C1
dsgdb9nsd_058998	CC(C)C1=NC2CC2O1
dsgdb9nsd_058999	CC(O)C1=CC2CC2C1
dsgdb9nsd_059000	CC(O)C1=CC2CN2C1
dsgdb9nsd_059001	CC(O)C1=CC2NC2C1
dsgdb9nsd_059002	CC(O)C1=CC2OC2C1
dsgdb9nsd_059003	CC(O)C1=NC2CC2N1
dsgdb9nsd_059004	CC(O)C1=NC2CC2O1
dsgdb9nsd_059005	CC(C)C1=CCC(=O)C1
dsgdb9nsd_059006	CC(C)C1=CCC(=O)N1
dsgdb9nsd_059007	CC(C)C1=CNC(=O)C1
dsgdb9nsd_059008	CC(C)C1=NCC(=N)N1
dsgdb9nsd_059009	CC(C)C1=NCC(=O)N1
dsgdb9nsd_059010	CC(C)C1=NCC(=O)O1
dsgdb9nsd_059011	CC(O)C1=CCC(=O)C1
dsgdb9nsd_059012	CC(O)C1=CCC(=O)N1
dsgdb9nsd_059013	CC(O)C1=CNC(=O)C1
dsgdb9nsd_059014	CC(O)C1=NCC(=N)N1
dsgdb9nsd_059015	CC(O)C1=NCC(=O)N1
dsgdb9nsd_059016	CC(O)C1=NCC(=O)O1
dsgdb9nsd_059017	CN(C)C1=NCC(=O)N1
dsgdb9nsd_059018	CC(C)C1=CCC(C)C1
dsgdb9nsd_059019	CC(C)C1=CCC(O)C1
dsgdb9nsd_059020	CC(C)C1=NCC(C)O1
dsgdb9nsd_059021	CC(O)C1=CCC(C)C1
dsgdb9nsd_059022	CC(O)C1=CCC(O)C1
dsgdb9nsd_059023	CC(O)C1=NCC(C)O1
dsgdb9nsd_059024	CC(C)C1=CCC2CC12
dsgdb9nsd_059025	CC(C)C1=CCC2NC12
dsgdb9nsd_059026	CC(C)C1=CCC2OC12
dsgdb9nsd_059027	CC(O)C1=CCC2CC12
dsgdb9nsd_059028	CC(O)C1=CCC2NC12
dsgdb9nsd_059029	CC(O)C1=CCC2OC12
dsgdb9nsd_059030	CC(O)C1=CCN2CC12
dsgdb9nsd_059031	CC(O)C1=NCC2CN12
dsgdb9nsd_059032	CC(C)C1=CCCC1=O
dsgdb9nsd_059033	CC(C)C1=CCNC1=O
dsgdb9nsd_059034	CC(C)C1=CCOC1=N
dsgdb9nsd_059035	CC(C)C1=CCOC1=O
dsgdb9nsd_059036	CC(O)C1=CCCC1=O
dsgdb9nsd_059037	CC(O)C1=CCNC1=O
dsgdb9nsd_059038	CC(O)C1=CCOC1=N
dsgdb9nsd_059039	CC(O)C1=CCOC1=O
dsgdb9nsd_059040	CN(C)C1=NCCC1=O
dsgdb9nsd_059041	CC(C)C1=CCCC1C
dsgdb9nsd_059042	CC(C)C1=CCCC1O
dsgdb9nsd_059043	CC(C)C1=CCOC1C
dsgdb9nsd_059044	CC(O)C1=CCCC1C
dsgdb9nsd_059045	CC(O)C1=CCCC1O
dsgdb9nsd_059046	CC(O)C1=CCOC1C
dsgdb9nsd_059047	CC(C)C1=CCCCC1
dsgdb9nsd_059048	CC(C)C1=CCCOC1
dsgdb9nsd_059049	CC(C)C1=CCOCC1
dsgdb9nsd_059050	CC(C)C1=NCCCO1
dsgdb9nsd_059051	CC(O)C1=CCCCC1
dsgdb9nsd_059052	CC(O)C1=CCCOC1
dsgdb9nsd_059053	CC(O)C1=CCOCC1
dsgdb9nsd_059054	CC(O)C1=NCCCO1
dsgdb9nsd_059055	CC(C)C1C(C)C1(C)C
dsgdb9nsd_059056	CC(C)C1C(C)C1(C)O
dsgdb9nsd_059057	CC(C)C1C(O)C1(C)C
dsgdb9nsd_059058	CC(C)C1C(O)C1(C)O
dsgdb9nsd_059059	CC(O)C1C(C)C1(C)C
dsgdb9nsd_059060	CC(O)C1C(C)C1(C)O
dsgdb9nsd_059061	CC(O)C1C(O)C1(C)C
dsgdb9nsd_059062	CC(O)C1C(O)C1(C)O
dsgdb9nsd_059063	CC(O)C1N(C)C1(C)C
dsgdb9nsd_059064	CC(C)C1C(C#C)N1C
dsgdb9nsd_059065	CC(C)C1C(C#N)N1C
dsgdb9nsd_059066	CC(C)C1C(C)C1C#C
dsgdb9nsd_059067	CC(C)C1C(C)C1C#N
dsgdb9nsd_059068	CC(C)C1C(O)C1C#C
dsgdb9nsd_059069	CC(C)C1C(O)C1C#N
dsgdb9nsd_059070	CC(C)N1C(C)C1C#C
dsgdb9nsd_059071	CC(C)N1C(C)C1C#N
dsgdb9nsd_059072	CC(O)C1C(C#C)N1C
dsgdb9nsd_059073	CC(O)C1C(C#N)N1C
dsgdb9nsd_059074	CC(O)C1C(C)C1C#C
dsgdb9nsd_059075	CC(O)C1C(C)C1C#N
dsgdb9nsd_059076	CC(O)C1C(N)C1C#N
dsgdb9nsd_059077	CC(O)C1C(O)C1C#C
dsgdb9nsd_059078	CC(O)C1C(O)C1C#N
dsgdb9nsd_059079	CC1C(C#N)C1N(C)C
dsgdb9nsd_059080	CN(C)C1C(N)C1C#N
dsgdb9nsd_059081	CN(C)C1C(O)C1C#N
dsgdb9nsd_059082	CC(C)C1C(C)C1C=O
dsgdb9nsd_059083	CC(C)C1C(C)N1C=O
dsgdb9nsd_059084	CC(C)C1C(C=O)N1C
dsgdb9nsd_059085	CC(C)C1C(O)C1C=O
dsgdb9nsd_059086	CC(C)N1C(C)C1C=O
dsgdb9nsd_059087	CC(O)C1C(C)C1C=O
dsgdb9nsd_059088	CC(O)C1C(C)N1C=O
dsgdb9nsd_059089	CC(O)C1C(C=O)N1C
dsgdb9nsd_059090	CC(O)C1C(O)C1C=O
dsgdb9nsd_059091	CC(C)C1C(C)CC1=O
dsgdb9nsd_059092	CC(C)C1C(C)NC1=O
dsgdb9nsd_059093	CC(C)C1C(C)OC1=N
dsgdb9nsd_059094	CC(C)C1C(C)OC1=O
dsgdb9nsd_059095	CC(C)C1C(O)CC1=O
dsgdb9nsd_059096	CC(C)C1N(C)CC1=O
dsgdb9nsd_059097	CC(C)N1C(C)CC1=O
dsgdb9nsd_059098	CC(O)C1C(C)CC1=O
dsgdb9nsd_059099	CC(O)C1C(C)NC1=O
dsgdb9nsd_059100	CC(O)C1C(C)OC1=N
dsgdb9nsd_059101	CC(O)C1C(C)OC1=O
dsgdb9nsd_059102	CC(O)C1C(O)CC1=O
dsgdb9nsd_059103	CC(O)C1N(C)CC1=O
